,TweetID,TweetContent,TweeterUsername,TweetDatetime,TweetLongitude,TweetLatitude,TweetPlace
0,1591943948448178176,Voters Uphold Ban on Flavored Tobacco Products in California - Vaping Post https://t.co/hEcy1YGtnK #vapes #vapor #vaporize #smokers #smoke #eliquids #vapepens,vapor_dot_com,2022-11-13 23:59:48+00:00,,,
1,1591943862289039360,vaping make me wanna poop,m1rR4y,2022-11-13 23:59:28+00:00,,,
2,1591943800020209665,My new weed pen looks like a juul that’s so cute no one will even know that I’m getting high https://t.co/EnnziGQeS1,gracephully,2022-11-13 23:59:13+00:00,,,
3,1591943640863367169,IT SHOULD'VE BEEN ME!!!! https://t.co/Rc9MefJvaL,i_lost_my_juul,2022-11-13 23:58:35+00:00,,,
4,1591943496537362432,I'll always make fun of people for using vapes no matter what,punkvamp2,2022-11-13 23:58:01+00:00,,,
5,1591943191674376192,vapes be looking like fidget spinners n shii nowadays .😭,888_abyy,2022-11-13 23:56:48+00:00,,,
6,1591943135651069952,"If you flex that you vape, respectfully stfu",MaddockRoark,2022-11-13 23:56:35+00:00,,,
7,1591942949444915200,"im alone, sober, and have no vape so i have to go on a drive to smoke my cigarette cuz its windy asf and cry to sad music bc fuck everybody",sipofsoup,2022-11-13 23:55:50+00:00,,,
8,1591942649283764224,peter would vape and remus would be disgusted with him but would still sneak them out of curiosity when no one was looking,maraudermoons,2022-11-13 23:54:39+00:00,,,
9,1591942609932816384,me when @C3WILD takes a trip to penjamin city with his strawberry shortcake vape and blows the cloud to me https://t.co/D7wzTbDLhq,7EliteZ,2022-11-13 23:54:29+00:00,,,
10,1591942578353893376,One person was from “Alberta” he was saying he wanted to open a vape shop from his profits,usmcamerica4221,2022-11-13 23:54:22+00:00,-79.485633,43.829311,"Richmond Hill, Ontario"
11,1591942301328494592,Replace that vape with a backwood and you got me,ifeelvoid,2022-11-13 23:53:16+00:00,,,
12,1591942223557324801,Where the fuck is my juul,jadewesttwt,2022-11-13 23:52:57+00:00,,,
13,1591941955843682304,DMT powder and DMT vape carts https://t.co/nsxGSghcuv,jackwhelan56,2022-11-13 23:51:53+00:00,,,
14,1591941944875585536,"#TikTok https://t.co/u99TMadzjz

“Not your keys, not your crypto!” No more middle man needed via CEX, @avalancheavax has a awesome #DEX called @Vapor_DEX with fiat on/off ramps! 

#AVAX $VPND $VAPE #FTT #FTX #LUNC #CRO #crofam",KrazyNub88,2022-11-13 23:51:51+00:00,,,
15,1591941922335358976,Just mentioned Gone in 60 seconds to this guy at the smoke/vape shop and he had no idea what I was taking about. Am I officially old?,RyanBEdits,2022-11-13 23:51:45+00:00,,,
16,1591941829309911040,I never believed nic rush was real until I started vaping,angelsvoguee,2022-11-13 23:51:23+00:00,,,
17,1591941619263373313,"#edibles #cbdoil 
#cannabiscommunity Our Sour Space Candy Live Resin #CBD Vape Pen is an enjoyable and complex flavor.  It leads with tart notes and because we use Live Resin. You will taste real natural #hemp with an earthy lemongrass and clove https://t.co/GsdXnww4GO https://t.co/rUPWbaaidi",CBDSmokeShop,2022-11-13 23:50:33+00:00,,,
18,1591941488556281856,"""what's your opinion on smoking?"" - If you want tobsmoke cigars, weed, or vape thats a ok imo. But cigarettes are a bit of a no-go for me #tellonym  https://t.co/dCghE2HBlq",King0fMercy,2022-11-13 23:50:02+00:00,,,
19,1591941481362620417,So #vaping is markedly less risk than smoking! But markedly more demonisation. Please explain https://t.co/AM2Ye5bRGv,AlexWodak,2022-11-13 23:50:00+00:00,,,
